sample_id,category,branch_used,is_dual,ground_truth,predicted,correct,used_fallback,vision_used,subset,config,error,subtype_used,initial_branch_used,vision_letter,vision_confidence,vision_triggered,vision_forced,vision_suppressed,viz_type,flags,expected_schema,predicted_value,numeric_quantity,numeric_note,rel_acc,evidence_json,qa_type,quality_score,propose_fired,propose_executed,propose_steps,propose_fallbacks,loop_used,loop_depth,refine_fired,refine_branches
319,basic analysis,noise,False, 258.97,258.96500000000003,True,False,False,Base,baseline,,stationarity,noise,,,,,,,"[""arch_effects""]",numerical,258.96500000000003,median,closed_form,0.9999806927443333,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 0.0, ""kpss_pval"": 0.1}",numerical,,False,,,,,,False,
322,basic analysis,noise,False, 134.44,134.445,True,False,False,Base,baseline,,stationarity,noise,,,,,,,"[""arch_effects""]",numerical,134.445,median,closed_form,0.9999628086878906,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.670579, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
327,basic analysis,noise,False,-45.77,-45.77,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,-45.77,percentile,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 7e-06, ""kpss_pval"": 0.1}",numerical,,False,,,,,,False,
325,basic analysis,noise,False,-490.15,-490.15,True,False,False,Base,baseline,,stationarity,noise,,,,,,,"[""arch_effects""]",numerical,-490.15,median,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.960251, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
323,basic analysis,noise,False, 1.14,1.145,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,1.145,percentile,closed_form,0.9956140350877192,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.055686, ""kpss_pval"": 0.1}",numerical,,False,,,,,,False,
326,basic analysis,noise,False, 98.69,98.6922695652174,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,98.6922695652174,mean,closed_form,0.9999770030882824,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.998527, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
324,basic analysis,noise,False, 247.91,247.90700000000012,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""adf_kpss_disagree"", ""arch_effects""]",numerical,247.90700000000012,percentile,closed_form,0.9999878988342549,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.02474, ""kpss_pval"": 0.038749}",numerical,,False,,,,,,False,
332,basic analysis,trend,False,-105.75,-105.75,True,False,False,Base,baseline,,direction,trend,,,,,,,"[""low_r2""]",numerical,-105.75,min,closed_form,1.0,"{""branch"": ""trend"", ""direction"": ""increasing"", ""slope"": 0.054173, ""r2"": 0.001734}",numerical,,False,,,,,,False,
328,basic analysis,noise,False,-745.62,-745.62,True,False,False,Base,baseline,,stationarity,noise,,,,,,,"[""arch_effects""]",numerical,-745.62,median,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.393824, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
329,basic analysis,noise,False, 252.14,252.133,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,252.133,percentile,closed_form,0.9999722376457525,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.113546, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
330,basic analysis,noise,False, 521.97,521.97,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""adf_kpss_disagree"", ""arch_effects""]",numerical,521.97,range,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.095147, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
299,noise analysis,noise,False,A,A,True,False,True,Base,baseline,,variance_level,noise,D,high,True,,,spectrogram,"[""adf_kpss_disagree"", ""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.195946, ""kpss_pval"": 0.1, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
333,basic analysis,noise,False, 286.09,286.08,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,286.08,range,closed_form,0.9999650459645566,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.998711, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
300,noise analysis,noise,False,B,B,True,False,True,Base,baseline,,ar_ma_process,noise,B,high,True,,,spectrogram,"[""adf_kpss_disagree""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.009232, ""kpss_pval"": 0.01, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
334,basic analysis,noise,False,-35.24,-35.245000000000005,True,False,False,Base,baseline,,stationarity,noise,,,,,,,"[""arch_effects""]",numerical,-35.245000000000005,median,closed_form,0.9998581157775255,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.999045, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
336,basic analysis,noise,False, 52.91,52.90699999999995,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""adf_kpss_disagree"", ""arch_effects""]",numerical,52.90699999999995,percentile,closed_form,0.999943299943299,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.103224, ""kpss_pval"": 0.1}",numerical,,False,,,,,,False,
338,basic analysis,noise,False, 158.10,158.09999767823305,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,158.09999767823305,std,closed_form,0.9999999853145671,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 0.0, ""kpss_pval"": 0.078668}",numerical,,False,,,,,,False,
335,basic analysis,trend,False,-709.31,-709.31,True,False,False,Base,baseline,,direction,trend,,,,,,,"[""low_r2""]",numerical,-709.31,min,closed_form,1.0,"{""branch"": ""trend"", ""direction"": ""decreasing"", ""slope"": -0.291683, ""r2"": 0.135092}",numerical,,False,,,,,,False,
340,basic analysis,trend,False, 25.21,25.21,True,False,False,Base,baseline,,direction,trend,,,,,,,"[""low_r2""]",numerical,25.21,max,closed_form,1.0,"{""branch"": ""trend"", ""direction"": ""decreasing"", ""slope"": -0.017488, ""r2"": 0.014537}",numerical,,False,,,,,,False,
339,basic analysis,noise,False,-51.98,-51.98005185825411,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,-51.98005185825411,mean,closed_form,0.999999002342168,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 0.0, ""kpss_pval"": 0.078668}",numerical,,False,,,,,,False,
320,basic analysis,trend,False, 0.57,0.57,True,False,False,Base,baseline,,direction,trend,,,,,,,[],numerical,0.57,max,closed_form,1.0,"{""branch"": ""trend"", ""direction"": ""decreasing"", ""slope"": -0.038868, ""r2"": 0.820117}",numerical,,False,,,,,,False,
337,basic analysis,noise,False, 1123.27,1123.2700000000002,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""adf_kpss_disagree"", ""arch_effects""]",numerical,1123.2700000000002,percentile,closed_form,0.9999999999999998,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.058123, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
342,basic analysis,trend,False,-472.48,-472.48,True,False,False,Base,baseline,,direction,trend,,,,,,,[],numerical,-472.48,max,closed_form,1.0,"{""branch"": ""trend"", ""direction"": ""decreasing"", ""slope"": -0.801717, ""r2"": 0.820405}",numerical,,False,,,,,,False,
341,basic analysis,noise,False, 925.29,925.2923999999999,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,925.2923999999999,percentile,closed_form,0.999997406218591,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.483517, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
343,basic analysis,noise,False, 458.04,458.03989774566236,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,458.03989774566236,std,closed_form,0.9999997767567512,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 1.0, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
348,basic analysis,noise,False, 141.34,141.34,True,False,False,Base,baseline,,stationarity,noise,,,,,,,"[""arch_effects""]",numerical,141.34,median,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.603196, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
347,basic analysis,noise,False, 62.83,62.835,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""adf_kpss_disagree"", ""arch_effects""]",numerical,62.835,percentile,closed_form,0.9999204201814419,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.065953, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
298,noise analysis,noise,False,D,D,True,False,True,Base,baseline,,ar_ma_process,noise,D,high,True,,,spectrogram,"[""adf_kpss_disagree"", ""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.010382, ""kpss_pval"": 0.01, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
344,basic analysis,noise,False, 129.83,129.83,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,129.83,percentile,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 0.0, ""kpss_pval"": 0.060774}",numerical,,False,,,,,,False,
350,basic analysis,noise,False,-15.39,-15.39,True,False,False,Base,baseline,,stationarity,noise,,,,,,,"[""arch_effects""]",numerical,-15.39,median,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 0.0, ""kpss_pval"": 0.1}",numerical,,False,,,,,,False,
353,basic analysis,noise,False,-19.38,-19.380000000000003,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,-19.380000000000003,percentile,closed_form,0.9999999999999998,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.643581, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
354,basic analysis,noise,False, 934.93,934.92,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,934.92,range,closed_form,0.9999893040120651,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 0.0, ""kpss_pval"": 0.054851}",numerical,,False,,,,,,False,
346,basic analysis,noise,False,-95.32,-95.32,True,False,False,Base,baseline,,stationarity,noise,,,,,,,"[""arch_effects""]",numerical,-95.32,median,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 7e-06, ""kpss_pval"": 0.1}",numerical,,False,,,,,,False,
356,basic analysis,noise,False, 1364.40,1364.3899999999999,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,1364.3899999999999,range,closed_form,0.9999926707710347,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 0.022057, ""kpss_pval"": 0.1}",numerical,,False,,,,,,False,
351,basic analysis,noise,False, 115.19,115.19,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,115.19,percentile,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 0.00065, ""kpss_pval"": 0.1}",numerical,,False,,,,,,False,
358,basic analysis,noise,False, 55.12,55.12481420810922,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""adf_kpss_disagree"", ""arch_effects""]",numerical,55.12481420810922,std,closed_form,0.9999126595045497,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.000146, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
349,basic analysis,noise,False, 605.90,605.8900000000001,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,605.8900000000001,range,closed_form,0.9999834956263411,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.990212, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
331,basic analysis,trend,False, 798.11,798.11,True,False,False,Base,baseline,,direction,trend,,,,,,,"[""low_r2""]",numerical,798.11,max,closed_form,1.0,"{""branch"": ""trend"", ""direction"": ""increasing"", ""slope"": 0.433272, ""r2"": 0.342681}",numerical,,False,,,,,,False,
352,basic analysis,trend,False, 75.04,75.04,True,False,False,Base,baseline,,direction,trend,,,,,,,"[""low_r2""]",numerical,75.04,max,closed_form,1.0,"{""branch"": ""trend"", ""direction"": ""increasing"", ""slope"": 0.126435, ""r2"": 0.390253}",numerical,,False,,,,,,False,
357,basic analysis,noise,False,-192.21,-192.215,True,False,False,Base,baseline,,stationarity,noise,,,,,,,"[""adf_kpss_disagree"", ""arch_effects""]",numerical,-192.215,median,closed_form,0.9999739867852869,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.029279, ""kpss_pval"": 0.01716}",numerical,,False,,,,,,False,
359,basic analysis,noise,False, 1441.24,1441.2400000000002,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""adf_kpss_disagree"", ""arch_effects""]",numerical,1441.2400000000002,range,closed_form,0.9999999999999999,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.061639, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
361,basic analysis,noise,False, 55.01,55.0034,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""adf_kpss_disagree"", ""arch_effects""]",numerical,55.0034,percentile,closed_form,0.9998800218142156,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.463607, ""kpss_pval"": 0.1}",numerical,,False,,,,,,False,
362,basic analysis,noise,False, 89.55,89.55,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,89.55,percentile,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 0.0, ""kpss_pval"": 0.1}",numerical,,False,,,,,,False,
364,basic analysis,noise,False, 46.20,46.20247711088505,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""adf_kpss_disagree"", ""arch_effects""]",numerical,46.20247711088505,mean,closed_form,0.999946382881276,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 1.5e-05, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
360,basic analysis,noise,False, 0.92,0.92,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,0.92,percentile,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 1.0, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
365,basic analysis,noise,False,-76.69,-76.68966037735849,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,-76.68966037735849,mean,closed_form,0.9999955714872668,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.982437, ""kpss_pval"": 0.015042}",numerical,,False,,,,,,False,
355,basic analysis,trend,False, 3.63,3.63,True,False,False,Base,baseline,,direction,trend,,,,,,,"[""low_r2""]",numerical,3.63,min,closed_form,1.0,"{""branch"": ""trend"", ""direction"": ""increasing"", ""slope"": 0.112418, ""r2"": 0.106925}",numerical,,False,,,,,,False,
366,basic analysis,noise,False, 293.87,293.875,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,293.875,percentile,closed_form,0.9999829856739375,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.224201, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
368,basic analysis,noise,False, 44.35,44.352196412948686,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,44.352196412948686,std,closed_form,0.9999504754690263,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.998657, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
370,basic analysis,noise,False,-0.64,-0.645,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""adf_kpss_disagree"", ""arch_effects""]",numerical,-0.645,percentile,closed_form,0.9921875,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.04074, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
369,basic analysis,noise,False, 127.40,127.39999712982582,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,127.39999712982582,std,closed_form,0.9999999774711602,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.055686, ""kpss_pval"": 0.1}",numerical,,False,,,,,,False,
367,basic analysis,noise,False, 199.95,199.952,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,199.952,percentile,closed_form,0.9999899974993748,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.766528, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
375,basic analysis,noise,False, 267.94,267.94,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,267.94,percentile,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.12953, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
371,basic analysis,noise,False, 399.49,399.49,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""adf_kpss_disagree""]",numerical,399.49,range,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": true, ""adf_pval"": 0.0, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
376,basic analysis,noise,False,-724.83,-724.83,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,-724.83,percentile,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 0.030248, ""kpss_pval"": 0.1}",numerical,,False,,,,,,False,
372,basic analysis,noise,False, 149.60,149.6,True,False,False,Base,baseline,,stationarity,noise,,,,,,,"[""adf_kpss_disagree"", ""arch_effects""]",numerical,149.6,median,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.010847, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
378,basic analysis,noise,False,-32.91,-32.91,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,-32.91,percentile,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 0.02195, ""kpss_pval"": 0.1}",numerical,,False,,,,,,False,
379,basic analysis,noise,False,-498.93,-498.93,True,False,False,Base,baseline,,stationarity,noise,,,,,,,"[""adf_kpss_disagree"", ""arch_effects""]",numerical,-498.93,median,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.035124, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
373,basic analysis,trend,False,-23.80,-23.8,True,False,False,Base,baseline,,direction,trend,,,,,,,"[""low_r2""]",numerical,-23.8,min,closed_form,1.0,"{""branch"": ""trend"", ""direction"": ""decreasing"", ""slope"": -0.023351, ""r2"": 0.027308}",numerical,,False,,,,,,False,
377,basic analysis,trend,False,-33.18,-33.18,True,False,False,Base,baseline,,direction,trend,,,,,,,"[""low_r2""]",numerical,-33.18,min,closed_form,1.0,"{""branch"": ""trend"", ""direction"": ""decreasing"", ""slope"": -0.033392, ""r2"": 0.088355}",numerical,,False,,,,,,False,
383,basic analysis,noise,False, 1.28,1.28,True,False,False,Base,baseline,,stationarity,noise,,,,,,,"[""adf_kpss_disagree"", ""arch_effects""]",numerical,1.28,median,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.998829, ""kpss_pval"": 0.1}",numerical,,False,,,,,,False,
380,basic analysis,trend,False,-133.47,-133.47,True,False,False,Base,baseline,,direction,trend,,,,,,,"[""low_r2""]",numerical,-133.47,min,closed_form,1.0,"{""branch"": ""trend"", ""direction"": ""decreasing"", ""slope"": -0.172276, ""r2"": 0.024566}",numerical,,False,,,,,,False,
382,basic analysis,noise,False, 643.76,643.76,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,643.76,range,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.989613, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
381,basic analysis,noise,False, 293.87,293.875,True,False,False,Base,baseline,,stationarity,noise,,,,,,,"[""arch_effects""]",numerical,293.875,median,closed_form,0.9999829856739375,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.224201, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
385,basic analysis,noise,False, 37.88,37.88,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""adf_kpss_disagree"", ""arch_effects""]",numerical,37.88,range,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 4e-05, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
388,basic analysis,noise,False, 29.04,29.04,True,False,False,Base,baseline,,stationarity,noise,,,,,,,"[""arch_effects""]",numerical,29.04,median,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 0.002945, ""kpss_pval"": 0.1}",numerical,,False,,,,,,False,
386,basic analysis,noise,False, 111.94,111.94099999999997,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,111.94099999999997,percentile,closed_form,0.9999910666428445,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 0.0, ""kpss_pval"": 0.054851}",numerical,,False,,,,,,False,
390,basic analysis,noise,False, 235.50,235.49,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""adf_kpss_disagree"", ""arch_effects""]",numerical,235.49,range,closed_form,0.9999575371549895,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.000146, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
387,basic analysis,noise,False,-16.46,-16.465,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""adf_kpss_disagree"", ""arch_effects""]",numerical,-16.465,percentile,closed_form,0.9996962332928312,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.563625, ""kpss_pval"": 0.1}",numerical,,False,,,,,,False,
392,basic analysis,noise,False, 317.45,317.44999999999993,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,317.44999999999993,percentile,closed_form,0.9999999999999998,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.961855, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
394,basic analysis,noise,False,-201.35,-201.35119318181816,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,-201.35119318181816,mean,closed_form,0.9999940740907963,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 1e-06, ""kpss_pval"": 0.1}",numerical,,False,,,,,,False,
393,basic analysis,noise,False, 269.68,269.685,True,False,False,Base,baseline,,stationarity,noise,,,,,,,"[""arch_effects""]",numerical,269.685,median,closed_form,0.9999814595075646,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 1.0, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
391,basic analysis,noise,False, 104.88,104.88022050716648,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,104.88022050716648,mean,closed_form,0.9999978975289237,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 0.018633, ""kpss_pval"": 0.1}",numerical,,False,,,,,,False,
396,basic analysis,noise,False, 389.59,389.59,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,389.59,range,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.12953, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
363,basic analysis,trend,False,-515.75,-515.75,True,False,False,Base,baseline,,direction,trend,,,,,,,"[""low_r2""]",numerical,-515.75,min,closed_form,1.0,"{""branch"": ""trend"", ""direction"": ""decreasing"", ""slope"": -0.249332, ""r2"": 0.621854}",numerical,,False,,,,,,False,
374,basic analysis,trend,False,-171.27,-171.27,True,False,False,Base,baseline,,direction,trend,,,,,,,[],numerical,-171.27,max,closed_form,1.0,"{""branch"": ""trend"", ""direction"": ""decreasing"", ""slope"": -1.219648, ""r2"": 0.982047}",numerical,,False,,,,,,False,
398,basic analysis,noise,False, 174.34,174.342,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,174.342,percentile,closed_form,0.9999885281633589,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 1e-06, ""kpss_pval"": 0.1}",numerical,,False,,,,,,False,
389,basic analysis,trend,False, 38.60,38.6,True,False,False,Base,baseline,,direction,trend,,,,,,,"[""low_r2""]",numerical,38.6,min,closed_form,1.0,"{""branch"": ""trend"", ""direction"": ""decreasing"", ""slope"": -0.275154, ""r2"": 0.397777}",numerical,,False,,,,,,False,
403,stationarity,noise,False, 11.70,11.699257950530036,True,False,False,Base,baseline,,variance_level,noise,,,,,,,"[""arch_effects""]",numerical,11.699257950530036,mean,closed_form,0.9999365769683792,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 0.0, ""kpss_pval"": 0.1}",numerical,,False,,,,,,False,
402,stationarity,trend,False, 858.04,858.04,True,False,False,Base,baseline,,direction,trend,,,,,,,"[""low_r2""]",numerical,858.04,max,closed_form,1.0,"{""branch"": ""trend"", ""direction"": ""decreasing"", ""slope"": -1.635886, ""r2"": 0.331737}",numerical,,False,,,,,,False,
399,basic analysis,noise,False,-77.14,-77.14,True,False,False,Base,baseline,,stationarity,noise,,,,,,,"[""adf_kpss_disagree"", ""arch_effects""]",numerical,-77.14,median,closed_form,1.0,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.00733, ""kpss_pval"": 0.01}",numerical,,False,,,,,,False,
